review,sentiment
a usual coffee creamer milk na his,0
see for yourself nothing to say the one on right is bought from legit brick and mortar shop slowest delivery ever do not say you were not warned the star is imaginary,0
my order never arrived but it stated a order completed please refund my money,0
lol i wa kind enough to wait for month after month asked seller and all the said pls wait i told myself it just relax then half month later shipment confirm delivered singpost told seller did not receive it yet complete wtf face with tear of joy,0
product quality is good seller is responsive but i resistance is too tight for me feel like kg,0
packaging is good but the screen is not paste and throw,0
her clock error his arm greatness loudly cry face,0
item brittle broken while try to use,0
scam do not buy from this seller ordered but only received one even after admitting it she offered to give a voucher but never did give one and go on to pretend nothing ha happen bu sending sorry sticker deal at your own risk,0
shirt dissonant di gmbr yes kcw juga sih,0
this is my second purchase this time below the box ha no batch number and expiry date the product also ha a bitter after taste my first box ha no bitter taste at all both bought from the same seller if not i will think my second box is fake product i am still puzzle can seller explain,0
wa happy to receive the product finally ordered and both broke down after st use only managed to turn on for min and they stopped working not one but both very disappointed with the product,0
poor delivery arrangement delivery man just leave the parcel outside my door without informing this is irresponsible behaviour,0
very poor quality of wool a lot of furring seller wa extremely ignorant when i tried to explain the quality of the item and insisted there wa nothing wrong,0
this is an hdmi to vga cable and not an hdmi to vga adapter please do not be fooled by the product description,0
disappointed with the product won t return for more few dress ha hole near neckline material very thin also,0
both comb come with defect the girl wa dissapointed with it,0
it wa really disappointing the depth of the mould wa very shallow and you can barely use it to bake anything at all other than maybe jello you won t be able to bake cupcake or even brownie in them because of how shallow it is dislike,0
delivery a per normal omg the pearl is so small i don t think it got even mm and doubt it got pc so sorry i don t recommend,0
packaging came torn made a mess in my house doesnt look like it pc,0
did not recieve the clay at all i waited a really long time and way over then delivery period shopee state that the delivery is completed however i did not recieve at all i contacted the seller however he she did not answer,0
the style and color are not same a shown very disappointed,0
order received material very thin and translucent will not buy again,0
requested for refund a pillow are filthy both in appearance and smell tried cleaning with anti bacterial wipe but still too dirty after beware if purchasing this item,0
item cant even charge seller wa unprofessional can mail back and thats nt a problem but if u say i must bear the fee to mail out ridiculous atleast u pay the mail fee,0
is very bad the seller did not have the heart tried to negotiate do not panic cry mailed good ultimately not stand consignee deliberately for more than hour prior to the buyer not the dc royal line too upset but not good for sale shop on shoppe such shoe that say no fault wa,0
wrong item,0
small wonder it did not have the power switch to the big bad beep your mother a well a new headphone have missed out i think activated charcoal is a watch it i wa disappointed,0
slow in chat did not reply,0
shine delivered not size set such content sharing,0
delivered to his shop broken r i tray lip still in it original packaging which again broke even the first row,0
much different from the color,0
brown supposed tapi yang dateng maroon hushed face disappointed face sedikit disappointed fast delivery,0
packaging were badly damaged,0
size too small,0
i ordered blue black but they delivered all black some damage on the armchair,0
finally i ve received im very disapointed very poor quality dont ever buy from this seller mentioned cotton but it is not very bad service thumb down,0
don t buy from this seller received broken spider leg send many photo video but seller refused to compensate quality of figure is bad and out of proportion avoid at all cost don t waste your money,0
the product wasn t bubble wrapped hence the top of the frame cracked the plastic frame is of poor quality the whole contraption is very flimsy can t even hold my handphone in place it s a disappointment,0
product delivery was super slow i received the item after more than a month,0
not shown as picture rubbish this tailor design for giant monster angry face,0
defective product not change it,0
quality very lousy very thin size inaccurate bought xxl but the size come in like a m,0
product quality is very poor buy time but this time delivered to the wrong color scarf shall communicate the dark gray green beige brown soil the long delivery bag k also must tui zip towel too disappointed,0
i ordered item and received only i raised a dispute a shopee only allows this function for refund resending of missing item reached out to the seller and updated and requested for the balance item to be sent to me no need for refund the seller dispute my missing item ridiculous,0
useless for ipad air version,0
bought the colourful one and i thought there would be silver but found white colour nose ring instead felt deceived also very sharp edge and painful to wear,0
my order le than pc i call no reply,0
order hell up into the hand of customer but barang did not work out well complaint mnta dressing we a dropshiper ve been trying inbok baik tidak is no respond at all mana responsibility in jwb and amanahnya kak if pgn find that a blessing rizky bginini way kapok aja thumb down bikin,0
the other one dont work it s ticking but the hand of the watch dont work dislike,0
first hideous and before pesen already sempet nanya it same store for his model his word stay order which click aja later to be a model in the model s pilihin who would like but this reply is sent like who i click inconsequential first hideous,0
the quality of product not in store this shopping good don t yes gaes dishonest orangnya what message i delivered what may quickly realize that honest halal selling the product quality is not good the product do not original,0
poor service persevering face item is not completed i paid it online im already message the supplier but no one response unamused face,0
hi there i m very disappointed with the product what i received is le than the one i bought locally this will be the last time i ll order the price not much difference the one i bought is s only with regard,0
received powerbank with dent no response from seller,0
different item is excited nmn kc my baby favorite frozen and his mgnda un pic with the lid on a watch pensive face aun nlungkot aq xa nun den dumtng kta i disappoint bnuksan nya haist,0
just a few day it becomes mouldy disappointed,0
it a nice skirt but took too long to arrive took about week,0
ordered may and june courier send out status but send to me after day st time bought this brand i will update again after try,0
disappointed at his confounded face sepatu different a the dipostingan,0
ordered set only received set chat with them no reply thinking to do refund n return but is too troublesome,0
ordered on during the flash sale and only received it in may unbelievable customer service wa useless and didn t help at all in the end i guess they forgot my order and only shipped it out end of april after msging them to ask many time do not order if you are not keen to wait,0
not even half full dislike sigh packaged wa completely sealed and no fall out not sure if i got a faulty product or it s just sold this little,0
item received in week after order horrible wig it s sooo shiny so fake n so different from the photo shown totally disappointed and it s a trash to me,0
the delivery is very slow day overdue seller is not the answer i do not want to sell the pack wa not good enough to wrap the cancellation wa rejected since the purchase of this terrible past,0
still have not receive this item dislike,0
fake ball got scammed that it was original,0
pack your bag instead of box concluded the fire,0
poor quality good head burned charger,0
bottle spill despite bubble wrapping come with free shower gel delivery time wa fast only bad thing is the shampoo wa spilled,0
very worthless i received my close i just pinaayos i nagmemessege the seller doe not answer defective item nyooooo,0
quality is so so do not recommend,0
clock is not a flame in a chat no response,0
ordered on may did not receive up till today sad because ive been looking forward to it disappointed too,0
i didnt received the item very poor service by seller,0
this t shirt has a blatant misspelling and totally doe not resemble the picture on the seller s post t shirt quality is okay but the misspelling make it unlikely that i will wear this t shirt at all what is blcakss it doesn t even resemble any known english word,0
saya blm good received practically sudah send to marbun neighbor tdk mandate kl disappointed deh kyk begini,0
very bad packaging from china to singapore item box crushed and crumpled when i received despite leaving a message to seller to pack the item in at least a shoe box to prevent my item crumpled very bad nd service no brainer,0
think carefully before you buy not recommend to buy this totally can not wear very lousy,0
i didn t receive and seller is not honest,0
quality is very bad,0
delivery must peri i really go with him instead gad person facepalming male sign first time have experience of this,0
it s not even cover a wall though feel being cheated for this small pce at the price stated,0
size is fake order but like like fake size dont buy buy at your own risk waste money,0
defective item requested for seller to send a replacement instead of their proposed refund a i need the item no response yet this is my second time purchasing disappointing,0
it broke after a few day of using,0
the zip area already yellow a bit upset,0
two soap doom sent you i ordered pink lady doom and soap,0
quality foul and not until in my hand product crazy impostor,0
don t trust this seller missing item,0
edit review glass is beautiful but very eye wear ie dizziness watery eye with both his always done nothing but hour had fallen out and snail beautiful quality code but only dc only,0
took up to day for local delivery,0
took so long to ship out,0
a bit dirty at bottom and the cover not tight to cover nice the bottle need to push in abit cant keep hot and warm few minute after the water going to cold very bad product,0
why different bottle that i received the same order clear bottle did not wear glove wear colorful wrapper just like sack ko loss already messaging bottle but not a true image love wrote i m not ready when the variation of the order is very clear,0
wet all my item i wasted my time i paid le okay to have those item khit eh eh you simply furnished wrapping my plac then hnd hnd kpa ngrereply nkabalot clay seal refund blush pero yung item eldest took and wasted ntapon the money haha,0
i can not properly apply the screen is ugly to look at the turned off my phone but i just think he s okay with her price,0
delivery timing is irritating there is no delivery on sat it is not friendly for working person will not buy again,0
item is faulty wouldn t purchase again really upset about it,0
not as expected very thin quite disappointed but the cover is nice except for the pillow quality,0
disappointed with the customer service the last few message i send no respond from them,0
very disappointed a i think the cake already expired though the agreement with the seller will sudh expelled with ash falling pack with jne yes that will be up to day but sampai tidak day rsi no diinfokan tdak b jadi tracked order very recommended seller the response is not good seller,0
do you order it waste money i asked before i ordered if bohemian brown bag pagkadelivered otherwise provided if the fracture is nice too not the case irereturn i would charge me more magshoshoulder of sf which should add to the seller magshoulder fault because her pa,0
don t expect any great quality or reliability totally regret buying this piece of shit can shopee stop this kind of nonsense product being sold on thai platform,0
it doesn t come with the rack a shown on the picture and the instruction wasn t clear disappointed,0
didn t teach how to use and install it,0
not good quality and one of the shoulder pad ha yellow stain,0
nothing good,0
item look very cheap po material don t feel good also very disappointed pensive face,0
no shipment to notice how there is no refund,0
delivery with other sp sp but lack of this communication and other shirt business chair leg,0
metal are dented and a lot of scratch are observed on the metal n board got far more photo but unable to upload,0
not good enough right side le sound,0
bad delivery speed the result say day after payment becomes day bad customer service answer any of them in the end i called customer service to ask shrimp bad construction worker the night before the deadline until o clock quick connect system before construction day i fell asleep even called to change the time yes or fast then do not forget to bring tool during the construction period to take down the stair breaking result neighbor canopy air conditioning discount walk away we asked the customer service ha been called the only construction worker people have gone to live is enough to alarm detain them later a neighbor requires repair only apologizing to them like a charity of in order to protect their right the way to write affidavit call it just call me to ask construction worker this is the worst one i bought experience,0
receive item faster than expect but such disappointment product is huge not like picture shown where it fit cutting,0
it came broken,0
asked him what who dateng another not sesuai thumb down medium light skin tone,0
once the good arrive and immediately tested turned out not ngecas i know this is very disappointing tapi bargain because the good are not working tapi still sold not recommended,0
it s not a yoga mat it s just a bag unless you want a bag without a mat i may add that the phrasing of the material can be improved bag is alright i just don t need this will give away to someone who need this,0
it fit the airpods nicely but can t even close lol thank god it cheap,0
k should buy wear sweat absorbent substance k very hot,0
the product price is not good,0
think twice after my review if you wanted to order delivery took around week item were badly packed all pc of face shield were damaged with bend line were very disappointed photo show already,0
customer service was never helpful only automated reply,0
wrong item received will not order again,0
dough no recommendation that for child over year di though sticky and stick to di hand hazard,0
the pant cam polyster but ok lah tot weitten cotton it came silk,0
item is ok but it not the volumizer type and material is so so only,0
super slow delivery from seller shipping was delayed due to cny however item wa still not shipped despite after end of cny,0
don t waste you money although it is tb but you can t use it to copy gb took abt hour after which the file start disappearing with no reason it is what you get for,0
very disappointed with the seller ask them something they won t reply back not order for them anymore,0
packaging is not the same kind of imagery open the packaging line also lost the bottom fake or real good do not know smile,0
broken when i open it ao disappointed,0
poor product and terrible customer service st time bad experience with seller shopee closed case in favor of seller but after appealed concluded seller indeed misled customer thus refunded in shopee wallet caution do not deal with this seller very rude and bad customer service,0
doesnt look anything like a thousand bead scam,0
pm item but sent only it s stuff like this only but also tidak dong if the good are not available should be used to confirm the same buyer store like this doe fit so star tidak seller bener other time when selling,0
it s so off from the pic just my palm size luckily it s just le than if not i will felt cheated,0
very disappointed over the poor quality of the product a one of the strainer already changed the shape i don t think that thi is standard sink strainer size for singapore household sink,0
seller responsive apologetic item were wrong due to order swap she is willing to refund me but i wasn t able to ship back due to busy sched shopee should improve product return policy in other platform they ll automatically refund wrong shipping quality is good but not exactly what i need,0
received product with unremovable stain on it and low water pressure very disappointed,0
defective iphone s lcd,0
very bad service product received is not working and don t respond my feedback for few day,0
unresponsive seller i just received ordered just to cut the hassle seller not responsive will not order again inaask maybe because you really logo to the umbrella or if you ginurihan,0
only shipped item out of i ordered and didn t notify me thumb down medium light skin tone,0
lacking deliver me the more hard contact seller pouting face those thin fabric,0
very poor quality and the size is small and tight can see my nipple,0
unused good but old scratched and dirty bundled mop water tank stolen,0
quite disappointed for this purchase the st picture which have garfield on it wa posted on seller page but what i received wa the nd picture although the seller been apologise for this but yet i think should let the buyer know about it sorry to seller for can t given star feedback,0
seems like a unique snack but the overall taste is not worth the price the cookie doesn t exactly taste nice the mochi doesnt not improve it either,0
colour not the same material also looked like someone cut it lol,0
quality not good,0
terrible product bought and both seem can not be charged well worst still one of them ha stain front n back quite obvious it is a recycled item photo a proof very disappointed pouting face weary face,0
i bought pc but only received pc informed seller about it they say will send the remaining item it s been a month now and i still haven t received my item super bad service,0
i ll save you the hastle of looking through the review do not buy quality is not up to standard and they should have never labelled it durable chew toy my puppy chewed it for le than a minute and it broke also i m not sure if the dye they use is suitable for pet color run thru water,0
the rose gold look more like bronze in real life interior colour also differs from image the plastic inner piece is attached slanted,0
got shocked it s electrocuted lazy process refund for just buy a a lesson,0
t shirt look different from the photo logo is very much smaller than what seen in the photo,0
eh brown black order will be hell thumb down,0
i like to join with it product shopee karena berquality,0
it s a piece of sponge,0
very bad pdhl sender overseas dr tapi abal gaes good hati aja,0
hahahaha i wasted my money on this im glad it only this is pretty much useless and not a single dust wa suck in threw it away le than minute after receiving it,0
cloth shoe a bit hard the code look not very nice,0
product replaced at no plastic but already included in the reservation please carefully again adjust to pemesanan terimakasih,0
right clicker already broke when received seller did not reply to my message,0
product quality poor product quality very poor unlike many other small job in the job market is better than no money not to repeat the course,0
item is scratched look like it s a used item and the metal in bulb holder to screw the bulb onto is dented not a perfect fit electrical hazard not going to use it wasted,0
came dented but can be bent back though won t be in perfect condition even after bending back,0
disappointed,0
you are in slander to discredit me is it really like this the evidence will speak in the end who is the motive can be proposed the first point i pick no no i told you react so using more than one week see pick private information proof the second point from start to finish if you are willing to send president chain store there is no follow up question see lai dialogue you accuse me ha been a genius said and said although i have to send you a replacement but in general we return to pay the freight i just went on to say according to your logic that is how to compensate for the time i lost the third reason i had for three day because the first day i got stood thought to say there will be problem i tested the next day there is a problem so he spent the time to buy the remote control battery test another problem on the third day i turn the light fully charged test the result is still a problem followed by reaction shoot the film biography point is the fact that you did not even send you a replacement,0
too small like a kid size,0
there is a crack so it look like the screen which cracked,0
cheat money not a vacuum but is a robot with cloth don t buy this item,0
item not working,0
respond to query was very slow in fact i have yet to receive one delivery partner informed me very early in the morning plus that my parcel wa out for delivery eventually i received the item at almost pm wasting my time waiting for the whole day,0
currently no vent meeting spend should not know can spend or not just received the morning the next day tested and can count on each core to add the next day is charged with signal but pin k z general can chat with the shop it is recommended that money yet not cheap and a great desire to change is ok,0
seller should indicate that electric toothbrush should buy the mini version instead of the long version wasted my money on this because my whole family us electric toothbrush and they can t fit into the long version,0
i told you give me the big one the one in the picture i msg you but you never listen i am so disappointed,0
very bad seller i never received my order and seller,0
seller didn t respond to my msg item never delivered i m late to cancel the order due to some important thing pop up,0
absolutely poor service ordered the bundle deal case screen protector and the co chose to deliver the case only instead i had to reorder and waste another week or two so that i can start using my ipad proper what the hell were you guy thinking,0
i was not informed of refund in other case,0
bad quality of the mold after i washed the next morning i found all of the mold become rusty and those stain can t be removed the end i have to throw away the mold,0
l size is way much smaller than a year old can fit requested to return and exchange for a different design and wa also willing to bear freight and top up if required but seller just left me hanging there no reply till now dispute wa closed by shopee agent without a solution,0
took one month to receive way too long,0
have received product earlier than the delivery date i would like to tell everyone that before buying the product pls zoom in on the cover and see it s not a transparent screen it is having lot of small black dot which doesn t look good,0
that would be great headlamp not light level ride to prod his damn head eye out buy expensive yet not obtrusive too,0
my order has not reached,0
poor quality fake,0
the seller is a cheater don t buy from this seller will report this to the shopee center,0
item didn t arrive,0
fast delivery but the item ha intermittent problem sometimes it is working and sometimes the signal is lost download the driver from their link but still the same problem,0
good are sent differ from photograph attached and no confirmation of the good before it is sent,0
this was a scam i bought a chiffon baking pan with the middle pole yet the product came a a normal baking pan and it is so expensive for a normal baking pan that s shaky and unstable do not buy scam,0
only received piece instead of,0
le satisfied at his ministry long delivery,0
wrong item received wrong item received did you bring the money or not i m easy to talk,0
super bad quality the material is so so so super thin and rough to touch the cloth is so thin that by placing a hand underneath you can see it very clearly,0
sizing of the case is off it doe not cover the airpods completely,0
i have not received order but the status ha been received please kak responsibility for my future pay but no good,0
wrong color received i ordered for pink there s a crack visible on the gray item,0
k describes the right product right k jou shirt hot substance louder shirt depicting scored or kg s but size or kg wide fit,0
really disappointed because it turn out i tidak is sent and no confirmation dr tidak krna seller is also pesann people i wa in marahin people if tidak there please confirm my udh pdhl pernh sm but could not reply,0
seller keep cancelling order in qoo dont know what is the seller problem,0
bad quality kind of see through colour not a shown in photo please do not buy and get scammed like me,0
the peel off base coat can t even last for day after curing based on the timing adviced by the seller disappointed well for you get what you pay for,0
material not very good more like a raincoat delivery is normal,0
wrong item seller did not even inform me before sending a different item in place of the one i ordered,0
the protector doesn t fit the keyboard nicely not a good purchase,0
what i have received is not matching with the one it is displaying in the photo,0
karer use in the image on the foot tapi which until not use rubber,0
first time used it was all good the fourth time i tried to use it it was leaking from the bottom tried to contact seller but all my message since last week was ignored,0
bad service it s clear that a good commercial specification color shipped the result came with all kind of color the reply said that because of the dual meet out of the warehouse so with the money redirected to me what they say and other warehouse notice again notify me instead will take a long time so this would not communicate are not you own decision have so trading it what to say when the next offer to buy so please confirm whether the other seller of good to other i need color in stock day after the reply to the stock their store wa inexplicable wa suspended and said out of stock hell wait until after recovery to place an order i m sorry to say it now and then again the blame on me and said to do not order the merchandise can say what i want to love is not what made good on what good sent are obviously out of the warehouse so you say to yourself made the same paragraph you say anything like,0
lining is not strong so when coupled entry because she doe not want to peel and it thus can not be used it weathered wood layer dislike,0
not a good material,0
bought a few thing from these store and did not receive one product been asking the seller for one week about it but still no response,0
amp broken in one box and another box amp broken,0
quality not that great,0
quality is not good black spot on the earring won t be wearing disappointed,0
used them for a week and i m left with half the band that came with it,0
wrong size nareceive me i ordered size size but came took awhile before the order came will not order again,0
photo doe not match with the gap is quite big,0
very lousy can not be use for phone call thumb down,0
not trusted seller my item not yet reach wait for month already it said that been delivered week ago but i keep waiting but there are nothing i just need a refund now thanks,0
it product are not delivered,0
item doesn t fix my cable,0
left one is the received cover right wa my old cover bought from samsung store they are different,0
seller do not rensponsip long good arrive at the destination even courier tlpn barabgnya order to download the jnt end we also take and pay expensive when ongkirnya,0
received the item damaged then very difficult to request for refund very inconvenient not satisfied it s been a month already that my refund still on process i requested to return the item immediately then shopee arranged to pick up by ninja van monday but ninja van came sunday,0
nd purchase but not pleased at all this time container were dented and one of them wa broken,0
came a different product as what was selected,0
the item came in a smelly styrofoam box fish wet market smelly and most of the item were wet some are even rotten because of the moist this will be my first and last time ordering from them the tofu is the normal tofu we got from supermarket,0
product quality very low,0
seller is unresponsive and under delivers can tell me mail alr twice on different date and when i enquire again the seller say mailing now can not provide the right tracking code pls buy from other store even if it s slightly more ex to give yourself a pleasant shopping experience,0
product that i received different from what seller promoted,0
the seam of the sleeve not sewn together let s have the cue point cut,0
low quality of sound product,0
very dilute similar to public toilet supply not worth,0
it doesn t work for the motion sometimes working sometimes not so disappointed frowning face,0
i received the item few week ago but i haven tested just open the box and notice it s totally unusable the usb port for charging is missing the customer service mention that working from am to pm but everytime i msg i need to wait for at least hour for a reply,0
sp not properly described the light switch off automatically remain light until the battery,0
mattress layer is too thin the metal are easily felt especially the side are super hard and painful frame leg are much shorter than expected too,0
very low quality i can see the join on the side doesn t protect the camera a it is not higher than it not fitting well at the camera it is lousy product,0
it doe not fit it not a plus size different from the picture,0
horrible and slow,0
the pan arrived with a dent in it it should have been wrapped better for shipping disappointed other item arrived in good condition,0
only one bulb wa tested working the other came already spoilt the yellow plastic wa already loose and detached from the led housing one of the wire already broke off from the shouldering waste my money,0
many of the piece came super bent a you can see in the photo so bent that it can not he fixed to the other side rendering it useless,0
quite a terrible buying experience of the two bottle sent one of them wa already leaking when opened so basically everything inside the parcel wa oily,0
fast delivery within day but after i purchased they need day to ship out the t shirt of quality is not bad and the skirt so so only i ordered size s but once i received t shirt like size xl,0
torn clothes meticulously again sent me a kak klau mw,0
material not so good hope seller take note,0
message that are given yellow instead of red slipper y ugly lagi mn freight,0
not recommend this item tissue box space smaller than expected and there is dirt inside,0
sorry sister i love because the packaging is not good and it also jaitannya torn doll these gift make a profit pdahal i check in check dlu kalau tidak tidak banget tasty smga later in check dlu prev sent yah thank you,0
seller should be honest in what you are selling don t put item in a low price to attract buyer to order then refuse to send the item out it time consuming for me to ask for refund i also disappointed because i wasted my time to wait for parcel that never come,0
the good are not sent only three item doang who sent,0
tried the item and right earbud not working at all can t connect to bluetooth can t turn on manually nothing seller not responding to message please assist and provide a replacement,0
i usually give star for my purchase st time i m rating star had bought fr another seller prev so i can tell the diff these r slightly cheaper thus i tried but came w bag broken and also sink in rubber instd of plastic w oil like my prev n no smell at all doubt it work don t bother,0
a the door is open the delivery person is very rude by just simply throw the package thru the gate to the house,0
didn t receive a ordered wood diffuser delivered the plain one instead which are much cheaper not going to order from them again,0
seller is not responsive at all been sending msges to seller bout latest update on delivery but no reply order item march just received it i requested to cancel but seller rejected the request so i just got to wait to receive item item wise it s good love the smell,0
understandable delivery will be delayed duriing covid even though it wa a local seller item received without the usual bubble wrap the ssd drive wa unstable and would become undetectable while drive wa being read written to contacted seller x app doesn t show response on push setting,0
very disappointed that dissonant with picture,0
bought it because the photo have a free gift but ended up receiving without a free gift disappointed,0
also beware of being cheated unlike the picture then despite the fact that i like to focus on just that woman said she put the shot myself bring a sample of some of the thing that are true to form asked if this is not right ha confirmed that this is definitely not the high price wa a discount sent a shock unlike in it shoddy fabric thread sewing emerged a poor quality product low price like in a real product,0
it s quite dim would be better if it s brighter,0
the metal is quite soft can not put too many hanging clothes,0
very thin poor product quality compared to other store in black year ago cost the same,0
doe not really feel cool even after soaking with water quality of the towel is poor too,0
good until now did not come,0
did not receive item but seller insisted twice that they sent so it s ok just to close the rating,0
cheater seller buy total item from them only received item and the quality is bad quality some is spoiled this seller not deserve more than a star suck deal,0
the set of book are definitely not original they are full of spelling mistake in the content,0
bad condition one week for delivery one side is spoiled seller ask to return good,0
bad material is not true to picture and the size is not accurate,0
i received the item but the base is bad pls check ur item before deliver to customer,0
small can t fit my husband and my son the cutting is so off when wearing it look like flamingo beak,0
not a good a i thought it s suppose,0
item different from picture maliit para lang siyang phone case will not order again,0
defective product is no hole in the back standard quality before shipping please check the condition of the shirt,0
not good make my phone look not good not going to use it fitting not great also regret buyingdislike,0
super poor quality,0
the packaging box are super dented the bunny night light is working fine but the star projector is not working when i first took out the projector the top cap came off and i wa worried that i will spoil the wiring secondly the three button were loose and felt like it wa going to fall out,0
beware when buying this item this is not for the thumb stick for the switch controller but for the stick on the pokeball i wa misled by the first few picture of the listing,0
horrible seller send opened box and terribly dented i m not sure if the product ha been used before a the box seal is opened contacted seller for refund but no response irresponsible seller,0
did not receive product,0
the duration of delivery the wrong size of dineliver i ordered size size but came hindi pa yung thin item,0
the hook can t fit in on one side,0
the hair did not turn black,0
too small like child play chef,0
quality no good pouting face,0
very bad not worth taking untidy seam and hole everywhere,0
doesnt work both the hdmi port and normal apple port doesnt work,0
too small for kid cant cover full at all,0
spoilt product no steam come out,0
received the cracked one and unable to get back the refunddislike,0
this y phone is faulty a it can not be charged when the battery is flat disappointed with the purchase noy able to replace it,0
ha a stong plastic smell and i threw it away after trying once make my lip really spicy,0
sandal peeling glue but still delivered dc shop contact k craving message reply buy more then but first encountered this type of shop business people or avoid out slightly k lost money unfairly shop reconsider how trade slightly trafficking decorum to tornado leaf behind,0
the earphone can only connect to side and the other one is no sound at all,0
the delivery guy just leave my thing outside my house floor and never even knock on my door,0
very slow delivery receive product after week if you urgent won t buy,0
fake product do not buy no citronella smell nothing it is a plain piece of plastic product,0
the white paint wa on the face shield when i received the package i cleaned it but when i attached it to the black baseball hat and put in on place the white paint wa coming off again from the hat and staying on the shield dislike very disappointing impossible to use with the face shield,0
thank u received today cant wait to try but realized it not authentic and original a it claim after st washing the garter band wa displaced pensive face,0
this my rd time ordering previously it wa fine and i wa able to installed on to my family phone with no issue this time wa disappointing that i suppose the quality of the liquid solution wa not able to fully bonded to the phone and lot of bubble surfaced and all piece wa being thrown,0
it doesnt work it could be faulty a i have a similar model and it work,0
sorry love her bubblewarp many good berlapis just cracked only star who can tell more of my feeling,0
hose leaked,0
poor quality poor quality poor quality poor quality poor quality poor quality,0
wrong item,0
shitty quality do not buy you will regret sound quality is horrible and you cant even hear it on one side super horrible do not buy,0
received brush via postal mail brush hair material not wild pig hair a advertised but plastic very stiff material and can not use at any paint coated area disappointed will not buy from this seller,0
i received pathetic piece instead of piece dishonest seller did not get my refund do not buy,0
loose thread and extremely thin materialalmost like an inner shirt,0
his good sudah saya mf sister received this reply to her time each saya many message there must be one that suit the original weaving fabric not listed in the photo sea green color instead of the original material which are listed in the photo it bhan nice g nice outfit cm kalau product bnyak message like in selipin bhn a different,0
blm good shipped,0
extremely disappointed with the product came with no packaging at all smaller than those bought from other store also very glossy and there s a manufacturing problem for the cat there s some bump there,0
lipstick misplaced,0
the roll came like this and i m so mad like did seller pull out the roll from the middle to show the product to someone or what and the roll are rather untidy without a cardboard roll in the middle disappointed won t be buying it from this seller anymore be warned,0
too short to be worn out,0
the material is so thin and the size is not right,0
the speed maglobat when it come to bar suddenly lng malolobat the good rating so here i ngpurchased though not responsive to seller nakakadala,0
the seaweed seems old stick together and not crunchy stale,0
the product of a very different style fabric i do not like i did not exactly fit the image i think i need to buy,0
have not received item been week since seller mailed out but didnt receive it seller refused to refund nor re send a seller is blaming me that i chose normal mail this is unacceptable bcos there were no other shipping method available on seller s store except for normal mail bad experience,0
i received the cm but have damaged,0
tidak package arrived at the house huh brought blurred courier tidak honest,0
l size really small anyway,0
i ordered m size but it is so big like xxl size im so dissapointed with my purchased some comment say must order one size bigger the actual size measurement of m size also is not accurate it also take more than a month to rcvd but after all waiting is not worth it i will never order again,0
wrong item received this is a wrong color should have communicated with me befofe packing and shipping but nah did not hear anything from you instead of returning this i will just give it to my niece this is ideal for petite lady actually,0
easily wash wipe off with water and doesn t dried off fast after applying,0
seller did not fulfill their end of bargain look at picture promised worth with picture but received sample doe worth nor match the picture,0
my order arrived peri longsleeves shirt,0
do not recommend unless u know how to apply it waste of money,0
the damage of my ugly message aq check before ship out lng wlng damage pero pgdating damage wasted my money q,0
the product quality is not good is not good product quality is le good product quality,0
it doesnt work even after troubleshooting,0
poor quality it is unlikely that any one garment made of very coarse cloth sack with money so bad even though it took a hundred baht and left the store said they did not use the quality for the price do not do it for money this is because price cut jockey will be of poor quality to reduce it but it is to exploit customer,0
item stated delivered but i never received any thing message the seller but no response since more then a week after the status change to delivered ask the shopee customer service but they can t do anything till now nothing is done but just a waiting game,0
cheap but doesn t seem to work well on my silver piece,0
the material is very bad,0
not cotton material and it very cropped literally like bra,0
not good doe not secure well,0
wait for week to arrive quailty so so with the spend of for cover i actually expect better quailty the doraemon cover already yellowish instead of white colour a seller put on display asked the seller which delivery service they work with yet they donno not advice to the rest,0
order the pineapple tart ball online with them receiving my order but when i collect it they say out of stock and ask me to take pineapple tart flower instead not what i ordered but that is all they have,0
very irresponsible never reply to me why a item shortage cheat on this pouting face,0
product like the box but could not keep the show the mark and bad mark are not impressive at all you should check the good before delivery worse very bad slow delivery of fund were bad,0
it came vacumn sealed so i thought it okie when open it up there a pungent smell with stain n hole still can close one eye air for day and still smell bad proceeded to wash in my washer took out see clearly black spot the bolster i threw woman facepalming light skin tone,0
the best i could solder properly because of the narrowness of the space,0
very poor quality and lousy stitching not worth the money seller took like week to ship out item and my parcel arrived with item missing waste of time,0
i order that green sleep wear seller give me wrong item this for my friend and she decided not to return cause take long time need doble check before you send parcel am very dissapointed thumb down,0
the bottle holder is missing i waited for week,0
received order without free gift and customer service is unhelpful with the reason is free gift out of stock and dont know will resend or not unhappy,0
cutting is too big loudly cry face so disappointing can not exchange,0
fast delivery but the item quantiti odered pc i only receive pc quality of black cat kind of dirty it ok to burn some penny next time if want to oder choose each item so easily for them to make refund they wouldn t approve any refund if varitey you choose pc and they only send,0
not a single star wrong order wa courried to me had to spend lot of time negotiating to explain and get the correct order very incompetent and poor service from seller,0
it wa broken when it came i didnt had the chance to use it,0
set a color is assigned one color nt k rep,0
worst service ever message the seller and didn t have the initiative to reply,0
fit in but the brush is not rotate at all waste of money,0
order received in a mask box when open up is the item i purchased food in mask box,0
do not ever have to buy frustrating legit eq not waste money,0
same product order today alreay receive but one until now still never receive and reply me item sold out need to wait again downcast face with sweat,0
on product description it is written package matte with box but what i received wa only this one my question weren t answered by the seller respond please or at least explain and wrtite better and not misleading information on your product description,0
